# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "8" "-p" "--countReadPairs" "-s" "0" "-a" "PAO1_2/data/reference/Pseudomonas_aeruginosa_PAO1_107.gff" "-o" "PAO1_2/results/counts/SRR14995085_counts.txt" "-t" "gene" "-g" "Alias" "PAO1_2/data/aligned/SRR14995085.bam" 
Geneid	Chr	Start	End	Strand	Length	PAO1_2/data/aligned/SRR14995085.bam
PA4277.1	refseq|NC_002516.2|chromosome	4785593	4785668	-	76	1324
PA4277.2	refseq|NC_002516.2|chromosome	4785688	4785761	-	74	492
PA4277.3	refseq|NC_002516.2|chromosome	4785788	4785872	-	85	7513
PA4278	refseq|NC_002516.2|chromosome	4786021	4786725	-	705	2560
PA4279	refseq|NC_002516.2|chromosome	4786734	4787480	-	747	715
PA4280	refseq|NC_002516.2|chromosome	4787477	4788415	-	939	1437
PA4280.1	refseq|NC_002516.2|chromosome	4788574	4788693	-	120	0
PA4280.2	refseq|NC_002516.2|chromosome	4788836	4791724	-	2889	31150
PA4280.3	refseq|NC_002516.2|chromosome	4791951	4792026	-	76	0
PA4280.4	refseq|NC_002516.2|chromosome	4792055	4792131	-	77	0
PA4280.5	refseq|NC_002516.2|chromosome	4792196	4793731	-	1536	432
PA4281	refseq|NC_002516.2|chromosome	4794404	4795633	+	1230	2628
PA4282	refseq|NC_002516.2|chromosome	4795642	4799277	+	3636	4057
PA4283	refseq|NC_002516.2|chromosome	4799299	4801464	-	2166	949
PA4284	refseq|NC_002516.2|chromosome	4801461	4805198	-	3738	2884
PA4285	refseq|NC_002516.2|chromosome	4805195	4808710	-	3516	2709
PA4286	refseq|NC_002516.2|chromosome	4808751	4809434	-	684	960
PA4287	refseq|NC_002516.2|chromosome	4809547	4810437	-	891	174
PA4288	refseq|NC_002516.2|chromosome	4810538	4811341	+	804	3275
PA4289	refseq|NC_002516.2|chromosome	4811396	4812601	+	1206	757
PA4290	refseq|NC_002516.2|chromosome	4812598	4814214	-	1617	1501
PA4291	refseq|NC_002516.2|chromosome	4814213	4814899	+	687	643
PA4292	refseq|NC_002516.2|chromosome	4815043	4816512	+	1470	612
PA4293	refseq|NC_002516.2|chromosome	4816580	4819348	-	2769	508
PA4294	refseq|NC_002516.2|chromosome	4819358	4819864	-	507	209
PA4295	refseq|NC_002516.2|chromosome	4819928	4820410	+	483	281
PA4296	refseq|NC_002516.2|chromosome	4820532	4821359	+	828	2247
PA4297	refseq|NC_002516.2|chromosome	4821385	4823055	-	1671	1055
PA4298	refseq|NC_002516.2|chromosome	4823080	4823364	-	285	87
PA4299	refseq|NC_002516.2|chromosome	4823387	4824124	-	738	212
PA4300	refseq|NC_002516.2|chromosome	4824121	4825032	-	912	166
PA4301	refseq|NC_002516.2|chromosome	4825042	4825926	-	885	186
PA4302	refseq|NC_002516.2|chromosome	4825923	4827188	-	1266	342
PA4303	refseq|NC_002516.2|chromosome	4827185	4828369	-	1185	379
PA4304	refseq|NC_002516.2|chromosome	4828379	4829629	-	1251	416
PA4305	refseq|NC_002516.2|chromosome	4829643	4830554	-	912	346
PA4306	refseq|NC_002516.2|chromosome	4830964	4831182	+	219	1447
PA4307	refseq|NC_002516.2|chromosome	4831372	4833270	+	1899	1236
PA4308	refseq|NC_002516.2|chromosome	4833374	4834864	-	1491	2230
PA4309	refseq|NC_002516.2|chromosome	4835264	4837153	+	1890	5731
PA4310	refseq|NC_002516.2|chromosome	4837390	4839279	+	1890	2179
PA4311	refseq|NC_002516.2|chromosome	4839597	4840712	+	1116	4782
PA4312	refseq|NC_002516.2|chromosome	4840705	4841466	+	762	2455
PA4313	refseq|NC_002516.2|chromosome	4841463	4842464	+	1002	1382
PA4314	refseq|NC_002516.2|chromosome	4842701	4843552	-	852	2180
PA4315	refseq|NC_002516.2|chromosome	4843812	4844186	+	375	15453
PA4316	refseq|NC_002516.2|chromosome	4844271	4845713	-	1443	3876
PA4317	refseq|NC_002516.2|chromosome	4845938	4846675	+	738	1005
PA4318	refseq|NC_002516.2|chromosome	4846713	4847510	+	798	685
PA4319	refseq|NC_002516.2|chromosome	4847507	4848487	+	981	641
PA4320	refseq|NC_002516.2|chromosome	4848474	4850045	+	1572	686
PA4321	refseq|NC_002516.2|chromosome	4850042	4851313	+	1272	219
PA4322	refseq|NC_002516.2|chromosome	4851310	4852317	+	1008	364
PA4323	refseq|NC_002516.2|chromosome	4852314	4853645	+	1332	1362
PA4324	refseq|NC_002516.2|chromosome	4853650	4854009	-	360	1189
PA4325	refseq|NC_002516.2|chromosome	4854070	4854492	-	423	651
PA4326	refseq|NC_002516.2|chromosome	4854595	4854978	-	384	580
PA4327	refseq|NC_002516.2|chromosome	4855072	4855878	+	807	1313
PA4328	refseq|NC_002516.2|chromosome	4855963	4856877	+	915	898
PA4329	refseq|NC_002516.2|chromosome	4856960	4858411	+	1452	5361
PA4330	refseq|NC_002516.2|chromosome	4858490	4859263	-	774	3211
PA4331	refseq|NC_002516.2|chromosome	4859329	4860255	-	927	1350
PA4332	refseq|NC_002516.2|chromosome	4860248	4861711	-	1464	1504
PA4333	refseq|NC_002516.2|chromosome	4861653	4863176	+	1524	2346
PA4334	refseq|NC_002516.2|chromosome	4863273	4864529	-	1257	1115
PA4335	refseq|NC_002516.2|chromosome	4864665	4864973	-	309	1870
PA4336	refseq|NC_002516.2|chromosome	4864994	4865578	-	585	8529
PA4337	refseq|NC_002516.2|chromosome	4865682	4866293	-	612	436
PA4338	refseq|NC_002516.2|chromosome	4866387	4867667	-	1281	1746
PA4339	refseq|NC_002516.2|chromosome	4867767	4868846	-	1080	668
PA4340	refseq|NC_002516.2|chromosome	4868921	4869493	-	573	885
PA4341	refseq|NC_002516.2|chromosome	4869558	4870328	-	771	248
PA4342	refseq|NC_002516.2|chromosome	4870428	4871912	-	1485	497
PA4343	refseq|NC_002516.2|chromosome	4871913	4873232	-	1320	186
PA4344	refseq|NC_002516.2|chromosome	4873270	4874490	-	1221	1001
PA4345	refseq|NC_002516.2|chromosome	4874655	4875245	-	591	1291
PA4346	refseq|NC_002516.2|chromosome	4875306	4875641	-	336	207
PA4347	refseq|NC_002516.2|chromosome	4875638	4876792	-	1155	707
PA4348	refseq|NC_002516.2|chromosome	4876821	4877606	-	786	780
PA4349	refseq|NC_002516.2|chromosome	4877691	4878587	-	897	2965
PA4350	refseq|NC_002516.2|chromosome	4878790	4879545	+	756	960
PA4351	refseq|NC_002516.2|chromosome	4879545	4880321	+	777	1237
PA4352	refseq|NC_002516.2|chromosome	4880318	4881178	-	861	5043
PA4353	refseq|NC_002516.2|chromosome	4881328	4881900	-	573	2093
PA4354	refseq|NC_002516.2|chromosome	4882053	4882355	+	303	456
PA4355	refseq|NC_002516.2|chromosome	4882404	4883570	+	1167	377
PA4356	refseq|NC_002516.2|chromosome	4883607	4884659	+	1053	766
PA4357	refseq|NC_002516.2|chromosome	4884719	4884961	-	243	151
PA4358	refseq|NC_002516.2|chromosome	4884961	4887261	-	2301	1725
PA4359	refseq|NC_002516.2|chromosome	4887279	4887506	-	228	563
PA4360	refseq|NC_002516.2|chromosome	4887722	4888195	-	474	871
PA4361	refseq|NC_002516.2|chromosome	4889112	4890101	-	990	1936
PA4362	refseq|NC_002516.2|chromosome	4890286	4891344	+	1059	1089
PA4363	refseq|NC_002516.2|chromosome	4891345	4892247	-	903	517
PA4364	refseq|NC_002516.2|chromosome	4892345	4892746	+	402	57
PA4365	refseq|NC_002516.2|chromosome	4892748	4893350	+	603	105
PA4366	refseq|NC_002516.2|chromosome	4893697	4894278	+	582	23533
PA4367	refseq|NC_002516.2|chromosome	4894459	4896522	+	2064	4140
PA4368	refseq|NC_002516.2|chromosome	4896523	4897425	-	903	1257
PA4369	refseq|NC_002516.2|chromosome	4897427	4897999	-	573	593
PA4370	refseq|NC_002516.2|chromosome	4898193	4899533	+	1341	29849
PA4371	refseq|NC_002516.2|chromosome	4899696	4901117	+	1422	1825
PA4372	refseq|NC_002516.2|chromosome	4901127	4902191	+	1065	2436
PA4373	refseq|NC_002516.2|chromosome	4902202	4903296	+	1095	1694
PA4374	refseq|NC_002516.2|chromosome	4903466	4904596	+	1131	386
PA4375	refseq|NC_002516.2|chromosome	4904647	4907703	+	3057	1027
PA4376	refseq|NC_002516.2|chromosome	4907841	4909037	+	1197	2254
PA4377	refseq|NC_002516.2|chromosome	4909162	4909404	-	243	4589
PA4378	refseq|NC_002516.2|chromosome	4909401	4910105	-	705	1004
PA4379	refseq|NC_002516.2|chromosome	4910108	4910791	-	684	1098
PA4380	refseq|NC_002516.2|chromosome	4910871	4912151	-	1281	523
PA4381	refseq|NC_002516.2|chromosome	4912141	4912824	-	684	1564
PA4382	refseq|NC_002516.2|chromosome	4913041	4913835	+	795	1179
PA4383	refseq|NC_002516.2|chromosome	4914127	4914510	-	384	1929
PA4384	refseq|NC_002516.2|chromosome	4914739	4915425	+	687	212
PA4385	refseq|NC_002516.2|chromosome	4915481	4917124	-	1644	205645
PA4386	refseq|NC_002516.2|chromosome	4917175	4917468	-	294	34737
PA4387	refseq|NC_002516.2|chromosome	4917663	4918130	-	468	1479
PA4388	refseq|NC_002516.2|chromosome	4918199	4918933	-	735	1343
PA4389	refseq|NC_002516.2|chromosome	4919042	4919800	+	759	4573
PA4390	refseq|NC_002516.2|chromosome	4919859	4920866	-	1008	559
PA4391	refseq|NC_002516.2|chromosome	4920981	4921982	-	1002	753
PA4392	refseq|NC_002516.2|chromosome	4921981	4922364	+	384	190
PA4393	refseq|NC_002516.2|chromosome	4922407	4924191	+	1785	868
PA4394	refseq|NC_002516.2|chromosome	4924247	4925083	-	837	679
PA4395	refseq|NC_002516.2|chromosome	4925316	4925795	-	480	5282
PA4396	refseq|NC_002516.2|chromosome	4925899	4926999	+	1101	506
PA4397	refseq|NC_002516.2|chromosome	4927036	4927947	+	912	414
PA4398	refseq|NC_002516.2|chromosome	4927998	4930094	+	2097	1053
PA4399	refseq|NC_002516.2|chromosome	4930099	4930677	+	579	664
PA4400	refseq|NC_002516.2|chromosome	4930748	4931695	-	948	1057
PA4401	refseq|NC_002516.2|chromosome	4931746	4932381	-	636	1249
PA4402	refseq|NC_002516.2|chromosome	4932502	4933719	-	1218	2039
PA4403	refseq|NC_002516.2|chromosome	4933866	4936616	-	2751	9468
PA4404	refseq|NC_002516.2|chromosome	4936750	4937673	-	924	837
PA4405	refseq|NC_002516.2|chromosome	4937820	4938215	+	396	937
PA4406	refseq|NC_002516.2|chromosome	4938276	4939187	-	912	26445
PA4406.1	refseq|NC_002516.2|chromosome	4939194	4939277	-	84	1000
PA4407	refseq|NC_002516.2|chromosome	4939300	4940484	-	1185	24083
PA4408	refseq|NC_002516.2|chromosome	4940535	4941788	-	1254	7633
PA4409	refseq|NC_002516.2|chromosome	4941810	4942673	-	864	3403
PA4410	refseq|NC_002516.2|chromosome	4942677	4943636	-	960	3151
PA4411	refseq|NC_002516.2|chromosome	4943633	4945075	-	1443	5576
PA4412	refseq|NC_002516.2|chromosome	4945068	4946141	-	1074	2864
PA4413	refseq|NC_002516.2|chromosome	4946131	4947330	-	1200	3299
PA4414	refseq|NC_002516.2|chromosome	4947330	4948676	-	1347	4480
PA4415	refseq|NC_002516.2|chromosome	4948690	4949772	-	1083	3002
PA4416	refseq|NC_002516.2|chromosome	4949772	4951148	-	1377	4547
PA4417	refseq|NC_002516.2|chromosome	4951141	4952604	-	1464	4104
PA4418	refseq|NC_002516.2|chromosome	4952604	4954343	-	1740	6733
PA4419	refseq|NC_002516.2|chromosome	4954340	4954633	-	294	1156
PA4420	refseq|NC_002516.2|chromosome	4954630	4955571	-	942	6421
PA4421	refseq|NC_002516.2|chromosome	4955574	4956029	-	456	12376
PA4421.1	refseq|NC_002516.2|chromosome	4956328	4956536	+	209	329619
PA4422	refseq|NC_002516.2|chromosome	4956734	4957582	-	849	1021
PA4423	refseq|NC_002516.2|chromosome	4957709	4959523	+	1815	7390
PA4424	refseq|NC_002516.2|chromosome	4959520	4959897	+	378	1523
PA4425	refseq|NC_002516.2|chromosome	4959926	4960519	+	594	5151
PA4426	refseq|NC_002516.2|chromosome	4960516	4961094	+	579	3382
PA4427	refseq|NC_002516.2|chromosome	4961151	4961558	-	408	757
PA4428	refseq|NC_002516.2|chromosome	4961570	4962187	-	618	505
PA4429	refseq|NC_002516.2|chromosome	4962273	4963055	-	783	6275
PA4430	refseq|NC_002516.2|chromosome	4963055	4964266	-	1212	8080
PA4431	refseq|NC_002516.2|chromosome	4964266	4964859	-	594	6436
PA4432	refseq|NC_002516.2|chromosome	4965109	4965501	-	393	7396
PA4433	refseq|NC_002516.2|chromosome	4965516	4965944	-	429	11208
PA4434	refseq|NC_002516.2|chromosome	4966190	4967227	+	1038	2858
PA4435	refseq|NC_002516.2|chromosome	4967313	4968458	-	1146	1441
PA4436	refseq|NC_002516.2|chromosome	4968712	4969611	+	900	1554
PA4437	refseq|NC_002516.2|chromosome	4969770	4970732	+	963	470
PA4438	refseq|NC_002516.2|chromosome	4970797	4971891	-	1095	689
PA4439	refseq|NC_002516.2|chromosome	4971986	4973332	-	1347	3414
PA4440	refseq|NC_002516.2|chromosome	4973400	4974029	-	630	1193
PA4441	refseq|NC_002516.2|chromosome	4974174	4974620	+	447	8210
PA4442	refseq|NC_002516.2|chromosome	4974694	4976595	-	1902	2958
PA4443	refseq|NC_002516.2|chromosome	4976607	4977524	-	918	2400
PA4444	refseq|NC_002516.2|chromosome	4977869	4978972	+	1104	2398
PA4445	refseq|NC_002516.2|chromosome	4978959	4979717	-	759	1253
PA4446	refseq|NC_002516.2|chromosome	4979834	4981003	+	1170	2146
PA4447	refseq|NC_002516.2|chromosome	4981046	4982101	-	1056	1807
PA4448	refseq|NC_002516.2|chromosome	4982104	4983426	-	1323	2604
PA4449	refseq|NC_002516.2|chromosome	4983552	4984187	-	636	2663
PA4450	refseq|NC_002516.2|chromosome	4984205	4985470	-	1266	6034
PA4451	refseq|NC_002516.2|chromosome	4985491	4985730	-	240	467
PA4451.1	refseq|NC_002516.2|chromosome	4985782	4985843	-	62	11
PA4452	refseq|NC_002516.2|chromosome	4985847	4986155	-	309	1013
PA4453	refseq|NC_002516.2|chromosome	4986152	4986799	-	648	6762
PA4454	refseq|NC_002516.2|chromosome	4986811	4987284	-	474	1947
PA4455	refseq|NC_002516.2|chromosome	4987285	4988082	-	798	1334
PA4456	refseq|NC_002516.2|chromosome	4988082	4988891	-	810	4015
PA4457	refseq|NC_002516.2|chromosome	4989305	4990285	+	981	3735
PA4458	refseq|NC_002516.2|chromosome	4990285	4990824	+	540	2042
PA4459	refseq|NC_002516.2|chromosome	4990833	4991405	+	573	3265
PA4460	refseq|NC_002516.2|chromosome	4991392	4991919	+	528	4014
PA4461	refseq|NC_002516.2|chromosome	4991919	4992644	+	726	3810
PA4462	refseq|NC_002516.2|chromosome	4992870	4994363	+	1494	9602
PA4463	refseq|NC_002516.2|chromosome	4994441	4994749	+	309	67347
PA4464	refseq|NC_002516.2|chromosome	4994763	4995227	+	465	5927
PA4465	refseq|NC_002516.2|chromosome	4995229	4996089	+	861	9345
PA4466	refseq|NC_002516.2|chromosome	4996119	4996391	+	273	1435
PA4467	refseq|NC_002516.2|chromosome	4996488	4997420	-	933	2354
PA4468	refseq|NC_002516.2|chromosome	4997439	4998050	-	612	9736
PA4469	refseq|NC_002516.2|chromosome	4998063	4998512	-	450	3523
PA4470	refseq|NC_002516.2|chromosome	4998540	4999916	-	1377	17384
PA4471	refseq|NC_002516.2|chromosome	4999909	5000304	-	396	3542
PA4472	refseq|NC_002516.2|chromosome	5000452	5001801	-	1350	4680
PA4473	refseq|NC_002516.2|chromosome	5001822	5002424	+	603	2417
PA4474	refseq|NC_002516.2|chromosome	5002455	5003897	-	1443	4073
PA4475	refseq|NC_002516.2|chromosome	5003900	5004748	-	849	2772
PA4476	refseq|NC_002516.2|chromosome	5004798	5008628	-	3831	2766
PA4477	refseq|NC_002516.2|chromosome	5008643	5010100	-	1458	2530
PA4478	refseq|NC_002516.2|chromosome	5010134	5010739	-	606	423
PA4479	refseq|NC_002516.2|chromosome	5010828	5011322	-	495	169
PA4480	refseq|NC_002516.2|chromosome	5011322	5012314	-	993	793
PA4481	refseq|NC_002516.2|chromosome	5012394	5013431	-	1038	4054
PA4482	refseq|NC_002516.2|chromosome	5013671	5013961	+	291	1260
PA4483	refseq|NC_002516.2|chromosome	5013974	5015428	+	1455	3454
PA4484	refseq|NC_002516.2|chromosome	5015535	5016980	+	1446	3607
PA4485	refseq|NC_002516.2|chromosome	5017040	5017417	+	378	177
PA4486	refseq|NC_002516.2|chromosome	5017449	5017835	+	387	935
PA4487	refseq|NC_002516.2|chromosome	5017960	5018751	-	792	572
PA4488	refseq|NC_002516.2|chromosome	5018756	5020405	-	1650	1097
PA4489	refseq|NC_002516.2|chromosome	5020402	5024952	-	4551	1260
PA4490	refseq|NC_002516.2|chromosome	5024979	5025617	-	639	306
PA4491	refseq|NC_002516.2|chromosome	5025614	5027383	-	1770	1314
PA4492	refseq|NC_002516.2|chromosome	5027422	5028231	-	810	1824
PA4493	refseq|NC_002516.2|chromosome	5028394	5028954	-	561	2709
PA4494	refseq|NC_002516.2|chromosome	5028980	5030248	-	1269	1349
PA4495	refseq|NC_002516.2|chromosome	5030525	5031235	+	711	5500
PA4496	refseq|NC_002516.2|chromosome	5031488	5033101	+	1614	6998
PA4497	refseq|NC_002516.2|chromosome	5033194	5034792	+	1599	824
PA4498	refseq|NC_002516.2|chromosome	5034860	5036077	-	1218	1091
PA4499	refseq|NC_002516.2|chromosome	5036245	5036808	+	564	1261
PA4500	refseq|NC_002516.2|chromosome	5037074	5038675	+	1602	13878
PA4501	refseq|NC_002516.2|chromosome	5038901	5040355	+	1455	2536
PA4502	refseq|NC_002516.2|chromosome	5040405	5042000	+	1596	2812
PA4503	refseq|NC_002516.2|chromosome	5042068	5043078	+	1011	1594
PA4504	refseq|NC_002516.2|chromosome	5043090	5044001	+	912	846
PA4505	refseq|NC_002516.2|chromosome	5044054	5045028	+	975	1189
PA4506	refseq|NC_002516.2|chromosome	5045028	5045999	+	972	1193
PA4507	refseq|NC_002516.2|chromosome	5046032	5046664	-	633	946
PA4508	refseq|NC_002516.2|chromosome	5046806	5047279	+	474	262
PA4509	refseq|NC_002516.2|chromosome	5047284	5048213	-	930	232
PA4510	refseq|NC_002516.2|chromosome	5048210	5048887	-	678	497
PA4511	refseq|NC_002516.2|chromosome	5048884	5049639	-	756	1295
PA4512	refseq|NC_002516.2|chromosome	5049769	5050668	+	900	834
PA4513	refseq|NC_002516.2|chromosome	5050848	5053400	-	2553	1340
PA4514	refseq|NC_002516.2|chromosome	5053616	5055877	-	2262	7831
PA4515	refseq|NC_002516.2|chromosome	5056095	5056775	+	681	4459
PA4516	refseq|NC_002516.2|chromosome	5056778	5057593	+	816	1923
PA4517	refseq|NC_002516.2|chromosome	5057716	5059518	+	1803	612
PA4518	refseq|NC_002516.2|chromosome	5059574	5059999	-	426	393
PA4519	refseq|NC_002516.2|chromosome	5060115	5061278	-	1164	1947
PA4520	refseq|NC_002516.2|chromosome	5061730	5063751	-	2022	5552
PA4521	refseq|NC_002516.2|chromosome	5063941	5064777	-	837	1533
PA4522	refseq|NC_002516.2|chromosome	5064774	5065340	-	567	1105
PA4523	refseq|NC_002516.2|chromosome	5065491	5067746	-	2256	35463
PA4524	refseq|NC_002516.2|chromosome	5068032	5068880	+	849	1155
PA4524.1	refseq|NC_002516.2|chromosome	5068932	5069007	-	76	191
PA4525	refseq|NC_002516.2|chromosome	5069082	5069531	-	450	13428
PA4526	refseq|NC_002516.2|chromosome	5069763	5071463	+	1701	5543
PA4528	refseq|NC_002516.2|chromosome	5072695	5073567	+	873	1044
PA4529	refseq|NC_002516.2|chromosome	5073564	5074175	+	612	2176
PA4530	refseq|NC_002516.2|chromosome	5074172	5074372	+	201	460
PA4531	refseq|NC_002516.2|chromosome	5074409	5074618	-	210	103
PA4532	refseq|NC_002516.2|chromosome	5074724	5075413	-	690	503
PA4533	refseq|NC_002516.2|chromosome	5075410	5075880	-	471	910
PA4534	refseq|NC_002516.2|chromosome	5075877	5076302	-	426	846
PA4535	refseq|NC_002516.2|chromosome	5076435	5077064	+	630	1493
PA4536	refseq|NC_002516.2|chromosome	5077061	5077510	+	450	727
PA4537	refseq|NC_002516.2|chromosome	5077536	5077706	+	171	637
PA4538	refseq|NC_002516.2|chromosome	5077770	5079077	+	1308	2206
PA4539	refseq|NC_002516.2|chromosome	5079117	5080208	-	1092	1713
PA4540	refseq|NC_002516.2|chromosome	5080757	5082394	+	1638	219
PA4541	refseq|NC_002516.2|chromosome	5082443	5086696	+	4254	3093
PA4541.1	refseq|NC_002516.2|chromosome	5086925	5087000	-	76	88
PA4541.2	refseq|NC_002516.2|chromosome	5087011	5087087	-	77	69
PA4541.3	refseq|NC_002516.2|chromosome	5087097	5087172	-	76	605
PA4542	refseq|NC_002516.2|chromosome	5087408	5089972	-	2565	29744
PA4543	refseq|NC_002516.2|chromosome	5090128	5090856	-	729	1057
PA4544	refseq|NC_002516.2|chromosome	5090853	5091815	-	963	2666
PA4545	refseq|NC_002516.2|chromosome	5091961	5092986	+	1026	3392
PA4546	refseq|NC_002516.2|chromosome	5093378	5094970	+	1593	1108
PA4547	refseq|NC_002516.2|chromosome	5094985	5096322	+	1338	1238
PA4548	refseq|NC_002516.2|chromosome	5096368	5097462	-	1095	1048
PA4549	refseq|NC_002516.2|chromosome	5097597	5098106	+	510	148
PA4550	refseq|NC_002516.2|chromosome	5098212	5098718	+	507	1792
PA4551	refseq|NC_002516.2|chromosome	5098709	5099266	+	558	1195
PA4552	refseq|NC_002516.2|chromosome	5099263	5100087	+	825	2743
PA4553	refseq|NC_002516.2|chromosome	5100084	5100671	+	588	2232
PA4554	refseq|NC_002516.2|chromosome	5100683	5104168	+	3486	13321
PA4555	refseq|NC_002516.2|chromosome	5104170	5104517	+	348	1229
PA4556	refseq|NC_002516.2|chromosome	5104514	5104939	+	426	1081
PA4557	refseq|NC_002516.2|chromosome	5104986	5105930	-	945	1273
PA4558	refseq|NC_002516.2|chromosome	5106016	5106456	-	441	722
PA4559	refseq|NC_002516.2|chromosome	5106449	5106958	-	510	766
PA4560	refseq|NC_002516.2|chromosome	5106951	5109782	-	2832	7105
PA4561	refseq|NC_002516.2|chromosome	5109806	5110744	-	939	1919
PA4562	refseq|NC_002516.2|chromosome	5110841	5112379	-	1539	1031
PA4563	refseq|NC_002516.2|chromosome	5112663	5112938	+	276	2960
PA4564	refseq|NC_002516.2|chromosome	5113005	5113469	-	465	457
PA4565	refseq|NC_002516.2|chromosome	5113481	5114599	-	1119	2660
PA4566	refseq|NC_002516.2|chromosome	5114670	5115890	-	1221	3447
PA4567	refseq|NC_002516.2|chromosome	5116032	5116289	-	258	18235
PA4568	refseq|NC_002516.2|chromosome	5116313	5116624	-	312	13943
PA4569	refseq|NC_002516.2|chromosome	5116865	5117833	+	969	6598
PA4570	refseq|NC_002516.2|chromosome	5117971	5118195	+	225	3311
PA4570.1	refseq|NC_002516.2|chromosome	5118198	5118323	+	126	320
PA4571	refseq|NC_002516.2|chromosome	5118538	5120565	+	2028	1028
PA4572	refseq|NC_002516.2|chromosome	5120635	5121252	-	618	860
PA4573	refseq|NC_002516.2|chromosome	5121337	5121642	-	306	738
PA4574	refseq|NC_002516.2|chromosome	5121899	5122387	-	489	1229
PA4575	refseq|NC_002516.2|chromosome	5122561	5122902	-	342	2748
PA4576	refseq|NC_002516.2|chromosome	5123053	5125506	-	2454	6576
PA4577	refseq|NC_002516.2|chromosome	5125605	5125931	-	327	161
PA4578	refseq|NC_002516.2|chromosome	5126166	5126654	+	489	13598
PA4579	refseq|NC_002516.2|chromosome	5126713	5128569	+	1857	1587
PA4580	refseq|NC_002516.2|chromosome	5128563	5129117	-	555	368
PA4581	refseq|NC_002516.2|chromosome	5129173	5130768	-	1596	725
PA4581.1	refseq|NC_002516.2|chromosome	5131082	5131155	+	74	616
PA4582	refseq|NC_002516.2|chromosome	5131428	5132573	+	1146	437
PA4583	refseq|NC_002516.2|chromosome	5132629	5133843	+	1215	517
PA4584	refseq|NC_002516.2|chromosome	5133880	5134692	+	813	531
PA4585	refseq|NC_002516.2|chromosome	5134689	5135714	+	1026	214
PA4586	refseq|NC_002516.2|chromosome	5135816	5136193	+	378	44
PA4587	refseq|NC_002516.2|chromosome	5136317	5137357	+	1041	266
PA4588	refseq|NC_002516.2|chromosome	5137417	5138754	-	1338	1220
PA4589	refseq|NC_002516.2|chromosome	5139050	5140441	-	1392	477
PA4590	refseq|NC_002516.2|chromosome	5140701	5141189	-	489	1628
PA4591	refseq|NC_002516.2|chromosome	5141786	5143063	-	1278	1416
PA4592	refseq|NC_002516.2|chromosome	5143053	5144534	-	1482	519
PA4593	refseq|NC_002516.2|chromosome	5144527	5145720	-	1194	222
PA4594	refseq|NC_002516.2|chromosome	5145717	5146403	-	687	495
PA4595	refseq|NC_002516.2|chromosome	5146907	5148571	-	1665	22430
PA4596	refseq|NC_002516.2|chromosome	5149064	5149582	+	519	743
PA4597	refseq|NC_002516.2|chromosome	5149633	5151072	-	1440	459
PA4598	refseq|NC_002516.2|chromosome	5151078	5154209	-	3132	1306
PA4599	refseq|NC_002516.2|chromosome	5154237	5155400	-	1164	730
PA4600	refseq|NC_002516.2|chromosome	5155561	5156124	+	564	2005
PA4601	refseq|NC_002516.2|chromosome	5156368	5160615	+	4248	2941
PA4602	refseq|NC_002516.2|chromosome	5160738	5161991	+	1254	2220
PA4603	refseq|NC_002516.2|chromosome	5162069	5162449	-	381	413
PA4604	refseq|NC_002516.2|chromosome	5162472	5163476	-	1005	1506
PA4605	refseq|NC_002516.2|chromosome	5163536	5163739	-	204	1471
PA4606	refseq|NC_002516.2|chromosome	5163788	5165854	-	2067	14838
PA4607	refseq|NC_002516.2|chromosome	5166191	5166697	-	507	25242
PA4608	refseq|NC_002516.2|chromosome	5166900	5167277	+	378	3429
PA4609	refseq|NC_002516.2|chromosome	5167284	5168645	-	1362	2751
PA4610	refseq|NC_002516.2|chromosome	5168755	5169189	+	435	266
PA4611	refseq|NC_002516.2|chromosome	5169251	5169505	-	255	5437
PA4612	refseq|NC_002516.2|chromosome	5169580	5170131	-	552	213
PA4613	refseq|NC_002516.2|chromosome	5170185	5171726	-	1542	673
PA4614	refseq|NC_002516.2|chromosome	5172253	5172666	+	414	2649
PA4615	refseq|NC_002516.2|chromosome	5172771	5173547	-	777	4913
PA4616	refseq|NC_002516.2|chromosome	5173654	5174652	-	999	261
PA4617	refseq|NC_002516.2|chromosome	5174980	5176104	+	1125	1755
PA4618	refseq|NC_002516.2|chromosome	5176680	5177651	-	972	2160
PA4619	refseq|NC_002516.2|chromosome	5177655	5178902	-	1248	1518
PA4620	refseq|NC_002516.2|chromosome	5178905	5179444	-	540	347
PA4621	refseq|NC_002516.2|chromosome	5179437	5182268	-	2832	3543
PA4622	refseq|NC_002516.2|chromosome	5182579	5183790	+	1212	174
PA4623	refseq|NC_002516.2|chromosome	5183950	5184339	-	390	252
PA4624	refseq|NC_002516.2|chromosome	5184642	5186348	-	1707	875
PA4625	refseq|NC_002516.2|chromosome	5186411	5192875	-	6465	3181
PA4626	refseq|NC_002516.2|chromosome	5193196	5194167	+	972	1166
PA4627	refseq|NC_002516.2|chromosome	5194277	5195275	+	999	542
PA4628	refseq|NC_002516.2|chromosome	5195370	5196833	+	1464	1248
PA4629	refseq|NC_002516.2|chromosome	5197186	5197764	+	579	224
PA4630	refseq|NC_002516.2|chromosome	5197881	5198324	+	444	4293
PA4631	refseq|NC_002516.2|chromosome	5198334	5199359	-	1026	2725
PA4632	refseq|NC_002516.2|chromosome	5199503	5200324	-	822	3188
